"","Russia","Germany","Iran","Bangladesh","Malaysia","Yemen","Israel","Saudi Arabia","Liberia","Tanzania","Slovakia","Iraq","United Kingdom","Lithuania","Moldova","Bolivia","Panama","Peru","Brazil","Cameroon","Nepal","South Korea","Ukraine","India","Paraguay","Pakistan","Zimbabwe","Trinidad and Tobago","Algeria","Central African Republic","Japan","Haiti","Philippines","France","Cuba","Cambodia","Burundi","Uganda","Mongolia","Niger","Singapore","Hungary","Armenia","Turkey","Thailand","Venezuela","El Salvador","Greece","Poland","Bulgaria","Jordan","Kyrgyzstan","Togo","Botswana","Romania","Denmark","Senegal","Latvia","Morocco","Bahrain","Dominican Republic","Italy","Zambia","Benin","Belgium","Uruguay","Egypt","Norway","Canada","Mozambique","China","Honduras","Indonesia","Austria","Sierra Leone","Kenya","Chile","Mali","Tajikistan","Ecuador","United Arab Emirates","New Zealand","Lesotho","United States","Sweden","Finland","Costa Rica","Namibia","Nicaragua","Colombia","Sri Lanka","Mauritius","Rwanda","Portugal","Switzerland","Ireland","Slovenia","Kazakhstan","Croatia","Kuwait","South Africa","Guatemala","Malawi","Mexico","Tunisia","Spain","Argentina","Ghana","Mauritania","Estonia","Albania","Australia","Netherlands","Jamaica","1st Qu.","3rd Qu.","Mean"
"1950",NA,66.66252,48.45985,47.47802,56.15105,60.32124,68.34946,54.77214,56.64748,55.21658,NA,47.90544,70.06432,NA,NA,65.1815,60.86957,58.30374,62.04349,52.63326,53.00247,59.68084,NA,51.49225,58.82704,49.28548,63.41454,65.99895,58.69954,60.21185,66.1355,63.90347,62.00456,67.03228,64.67327,65.13569,59.25636,55.56835,68.67823,49.01281,57.44149,71.69606,NA,55.10971,63.02286,60.04261,57.67803,57.69523,66.66796,68.72687,49.7469,NA,51.75219,68.39401,67.45721,64.07893,55.79893,NA,58.15609,51.66615,64.91467,64.66709,57.47963,59.9061,65.1508,68.41212,47.68605,62.60097,65.14561,51.64453,60.5041,58.65751,55.85091,65.83807,57.32326,58.33762,61.00049,50.99177,NA,56.97483,52.1094,64.49525,63.66963,64.51425,67.26588,69.57641,59.40273,64.27669,57.25647,60.33999,59.88075,58.41887,63.27177,61.01946,62.57391,65.1618,NA,NA,NA,52.2041,64.95722,54.15904,61.38213,61.20332,54.41555,58.01063,62.90646,56.07409,56.82318,NA,62.16758,64.61433,64.70131,64.93792,56.15105,64.67327,60.0305011881188
"1951",NA,67.74898,54.53848,48.85684,58.14706,58.48415,66.65957,53.42138,55.83962,59.45725,NA,48.82247,69.5788,NA,NA,59.83142,60.72961,57.95481,61.79564,58.47605,55.60163,59.31821,NA,53.96334,60.95194,51.32131,65.49684,66.03772,54.34438,60.58433,63.81518,60.94463,59.91516,68.24951,61.82413,72.38321,62.69901,59.27914,73.08472,44.06418,57.21862,71.15437,NA,55.928,63.52693,61.29954,60.12487,56.62088,66.58227,67.86451,50.53498,NA,56.79463,67.59877,61.87245,64.64648,59.35401,NA,53.81587,57.68635,62.57927,62.39139,58.54428,60.4266,65.87632,65.89176,49.61859,65.42973,60.98845,52.70589,60.79155,57.75431,57.78861,64.61826,60.56289,59.80207,61.08288,54.7433,NA,59.36445,54.48458,61.80549,66.37655,66.66184,68.05575,65.18042,60.28817,66.81432,58.11202,56.10826,60.10954,54.66309,67.49998,57.9932,62.48129,65.02108,NA,NA,NA,57.97631,66.54648,55.32293,59.55395,58.43479,53.00277,61.16642,70.21036,61.54259,56.4294,NA,65.20097,63.45541,63.20243,64.23388,57.68635,64.64648,60.5518722772277
"1952",NA,64.84242,56.52186,53.96572,59.05707,53.8213,67.78581,52.12538,60.44188,61.72845,NA,56.46351,67.05239,NA,NA,60.82161,63.52314,61.04401,63.79401,57.50824,57.27583,57.26599,NA,55.06923,59.41585,50.23438,61.09572,63.9551,53.70153,61.19967,64.40845,60.57506,62.55084,68.03822,61.29213,67.31916,64.57057,60.32481,73.49103,46.79174,62.61995,71.05031,NA,56.69418,62.83794,54.53733,57.54225,57.81473,70.30973,68.14068,54.10113,NA,57.07823,63.33768,67.13615,63.60322,60.1007,NA,53.98703,60.39762,56.90096,61.97106,59.87101,60.95809,65.84652,63.74071,51.62761,62.16999,65.46542,58.31292,62.21987,60.95974,59.40894,63.25948,55.39604,59.79312,62.49724,54.16252,NA,60.30821,60.12297,61.63817,66.83123,66.95117,68.34764,69.29183,59.80737,64.78624,54.42941,57.05922,58.49592,55.72021,66.25628,62.30567,64.89353,61.67856,NA,NA,NA,60.76148,65.97849,58.44806,58.39963,56.11768,53.90455,56.73456,67.25394,59.88222,58.45128,NA,65.3003,63.14905,61.76812,64.35411,57.27583,63.9551,60.8351416831683
"1953",NA,63.24024,53.56021,55.78814,60.95668,56.35735,65.41301,50.55052,54.98167,59.98692,NA,53.83635,67.16284,NA,NA,61.2722,60.34534,58.24503,61.5584,58.23611,57.96874,59.41062,NA,54.16363,61.49094,51.53112,62.6859,63.84657,57.16289,63.98998,63.48627,61.77404,63.7674,66.16443,60.82049,68.75285,64.84351,66.46885,73.93313,51.81197,62.39893,71.80718,NA,56.51391,67.13863,62.92147,60.60877,61.20816,70.3584,68.95495,53.52174,NA,56.82573,65.09184,64.74766,66.46688,60.7523,NA,55.65156,56.67785,58.24377,64.28507,57.29362,64.56538,65.96997,64.5337,53.13729,66.85563,67.91986,63.29317,62.5259,56.85591,57.86261,64.31749,57.72437,60.70688,60.73244,51.7334,NA,59.55112,60.98226,68.67396,66.43411,66.15977,68.94043,67.43267,64.67958,66.87139,55.36061,61.0832,56.98874,58.01587,67.22544,61.68042,63.03706,63.21027,NA,NA,NA,65.00922,66.47089,57.43498,62.39248,58.42411,57.95452,56.76102,70.47183,61.51628,55.21263,NA,63.97491,65.52167,64.1754,66.40258,57.86261,65.09184,61.6219423762376
"1954",NA,70.90981,51.08517,53.92033,58.38163,55.85116,68.06918,52.67633,56.5296,60.42324,NA,52.2268,67.09538,NA,NA,61.64045,61.99516,59.15426,60.28268,58.02255,55.37558,60.31384,NA,52.558,60.39095,49.616,63.3861,65.93912,62.10764,62.75082,67.07023,58.65223,61.35966,69.5818,63.25551,68.68359,64.32025,57.72279,70.50601,51.82054,59.2111,71.74039,NA,56.51254,64.36121,57.72444,59.67929,61.02215,71.30064,69.05378,55.03356,NA,55.5321,67.43385,69.53341,67.86776,59.43781,NA,55.06582,56.23914,63.10045,64.22814,59.68623,60.54518,64.20976,64.40312,52.83762,65.31007,66.86575,60.71572,60.71546,58.58661,58.80726,65.99413,56.31291,61.17068,62.67805,53.63063,NA,60.18192,57.31932,66.03099,63.31887,69.74668,68.10829,71.69453,60.8677,64.73837,54.74091,62.48629,57.97717,62.08381,69.06536,63.69682,63.36553,65.4549,NA,NA,NA,55.20303,66.30763,57.53892,61.66678,61.82391,54.69043,58.47132,67.3826,62.32437,57.65841,NA,63.61815,65.51696,64.02504,66.55008,57.72444,65.4549,61.5235271287129
"1955",NA,66.29886,47.2974,47.83739,53.18178,54.982,65.03465,51.37253,57.70544,57.97693,NA,48.79713,68.71338,NA,NA,59.28074,64.96211,56.83001,63.28164,54.81909,54.91061,60.20744,NA,50.41439,60.60404,48.41292,63.4379,65.22657,60.28152,64.57091,66.68367,59.58848,62.09769,66.30014,68.97797,66.86877,61.38293,56.46512,72.37981,49.77364,57.10339,70.33281,NA,57.92913,62.213,62.59898,60.80698,59.88619,72.93622,70.64997,51.15677,NA,53.64151,70.996,70.4547,68.18942,56.26897,NA,57.68886,52.38044,63.78551,65.01865,60.70492,57.89079,67.58433,67.76017,49.56743,66.36396,68.24676,60.08539,59.74357,58.56915,57.51284,63.85683,57.86952,57.72304,63.84619,53.4646,NA,61.58773,55.20845,64.36594,65.85687,70.21658,70.93458,70.50426,64.51939,66.01111,57.26347,60.18667,59.61158,58.89131,66.35398,63.86956,64.59187,67.43734,NA,NA,NA,54.50789,66.37741,56.14266,60.4292,61.42262,51.66143,60.55348,70.71989,60.00889,61.935,NA,65.1317,64.10161,67.62459,69.62383,57.51284,66.29886,61.2815196039604
"1956",NA,67.04141,48.95998,51.75612,58.72927,56.07732,67.82981,50.97141,60.2144,58.30395,NA,51.93422,68.28871,NA,NA,58.63967,63.13197,62.27888,61.57831,54.53059,58.99714,60.97166,NA,53.64754,59.32004,51.93915,64.10318,66.41412,56.49577,62.15116,62.67938,62.10628,62.49688,65.06641,65.38796,66.03776,64.67811,61.28737,73.3543,49.76091,56.83222,72.98108,NA,56.78417,63.52115,58.66137,59.4984,60.29794,71.6844,69.71356,53.96789,NA,57.84298,66.72066,70.54719,68.03382,57.47472,NA,57.74013,55.59869,61.68087,64.24196,58.28931,61.16294,65.65487,66.98942,53.22376,64.08246,65.61497,61.56854,63.66704,58.36479,61.25946,62.70914,58.28875,59.62255,63.7243,51.56136,NA,60.28994,54.93891,64.66692,63.1504,68.55574,68.17108,71.57929,63.3665,66.83873,54.88362,62.16712,59.64477,62.26297,67.16993,60.52529,61.71578,65.632,NA,NA,NA,56.70966,65.16758,56.20182,62.27066,61.8736,53.73515,58.44903,71.63504,63.36219,57.85625,NA,64.62185,63.01003,65.3684,66.75444,58.28875,65.16758,61.4786404950495
"1957",NA,68.38615,49.61289,57.14058,59.21981,57.81437,67.38354,49.49426,54.34724,62.18734,NA,50.68503,67.1057,NA,NA,58.25155,62.41419,61.9087,62.84763,59.46495,58.71518,61.28894,NA,53.07077,61.25795,52.02769,65.81035,63.72781,57.06935,60.32252,63.55712,62.02005,62.88368,65.71029,58.44169,64.01777,67.25175,63.21621,68.15878,53.47268,54.01304,70.27804,NA,52.76172,62.79398,63.29661,60.42476,61.22942,66.44562,70.36733,51.68517,NA,59.10577,65.35017,70.50273,64.4527,58.41968,NA,55.56502,55.60165,59.12619,63.63761,58.06188,64.44112,69.03476,65.39373,51.85676,65.11564,66.38844,59.89881,63.22449,58.90168,61.61047,64.69004,55.88607,60.59082,64.52861,54.45634,NA,60.11562,61.37861,63.66501,64.83314,69.06564,70.48882,72.33427,62.81323,64.3115,55.52489,61.70185,60.52394,58.31397,67.82672,61.50878,63.63381,63.70995,NA,NA,NA,61.32645,64.63376,56.46676,63.43104,57.61608,51.19382,57.28621,64.95178,64.47396,59.6211,NA,62.48899,63.65079,64.88881,64.5608,58.31397,64.5608,61.363975049505
"1958",NA,65.43626,52.94073,52.57331,62.09688,57.01888,67.57269,51.17122,57.78958,59.99318,NA,55.53142,66.21924,NA,NA,61.84144,61.63372,62.05141,60.33952,58.06633,59.80135,58.89373,NA,52.32718,59.4593,52.51155,62.14416,63.68024,54.2664,61.61382,63.29685,61.37155,62.21921,67.81761,61.09601,65.52631,62.55162,61.54615,66.08782,50.88611,59.19168,71.48016,NA,56.97572,63.18571,62.49203,59.38159,59.70093,62.95069,70.47757,52.65308,NA,59.4977,65.27567,70.68696,67.17775,55.60533,NA,56.61967,58.71088,56.96263,62.32615,56.54243,62.18774,64.79062,66.24137,51.64885,64.38337,66.60442,60.81567,63.08392,59.61508,59.96299,66.24298,56.16657,59.33924,63.8812,51.11592,NA,58.29833,63.32696,65.81239,66.34605,67.52183,68.97972,65.9617,63.03167,66.57889,55.39151,65.03878,62.09859,61.87359,67.86608,59.13561,64.64516,64.09366,NA,NA,NA,59.70765,66.89733,58.80741,62.70231,60.65497,51.55901,60.45292,62.92968,64.18811,58.32792,NA,63.60094,62.52919,66.13317,66.70757,58.80741,64.79062,61.3321361386139
"1959",NA,66.04736,50.79666,50.5754,56.50889,51.63027,66.21912,53.47979,57.32247,59.00938,NA,51.46264,70.14394,NA,NA,59.14967,61.70577,63.32815,61.52146,58.97737,52.61715,59.82914,NA,52.78126,60.96105,50.22579,61.92796,65.73015,52.89916,59.16571,65.20533,59.21994,62.22137,66.31011,59.75307,64.72081,64.93518,57.16943,67.01574,48.6105,61.22216,71.072,NA,59.24064,62.9108,59.09471,58.89177,58.75412,69.24799,73.15446,51.22489,NA,58.27627,66.28543,71.54563,66.77487,57.89923,NA,55.40447,57.49119,59.13889,63.8183,58.23068,61.11666,68.29306,66.42925,50.62555,66.20469,64.53566,59.85195,62.37249,60.30905,58.82025,62.56551,54.77422,59.94704,62.20896,54.77663,NA,60.16076,60.34641,64.61242,62.45402,67.13264,66.33485,69.2261,62.70382,64.67024,54.70714,64.02339,59.80235,57.92806,64.083,60.83667,63.25368,65.19174,NA,NA,NA,55.03831,65.23399,57.75664,58.22098,60.11885,51.97755,56.37994,63.66285,61.86111,58.86107,NA,65.60477,64.88904,68.70646,67.49876,57.92806,64.88904,60.8412303960396
"1960",NA,69.29671,49.74023,50.10794,56.18502,52.95689,63.74697,51.95341,57.23101,59.82464,NA,53.94734,67.11127,NA,NA,57.85696,62.75507,61.80715,59.24515,53.93303,52.02433,58.04211,NA,52.01066,60.19519,49.80791,63.02335,64.75368,53.62938,58.62724,66.06459,57.27103,62.53284,67.54647,62.05193,65.10507,63.96122,60.75213,71.55824,45.29888,59.84973,72.12131,NA,59.84582,67.52903,59.40705,60.75526,60.08337,68.80028,71.35456,50.63802,NA,59.07004,67.33536,70.41004,64.68681,53.18824,NA,52.99336,56.68553,60.4025,63.41028,59.00058,61.36096,66.0827,67.19993,47.47864,64.89311,66.24536,57.51214,62.93277,60.70736,61.40886,66.4128,57.69747,56.99699,62.82483,50.29081,NA,63.07965,54.92467,65.83954,65.46114,66.04674,69.76097,70.85031,64.05588,58.91045,54.62802,62.87989,59.95604,57.81642,63.6832,60.86403,63.57214,66.0447,NA,NA,NA,55.09729,63.89813,56.41971,58.02323,59.83595,52.09438,59.73685,62.84982,60.13287,59.29634,NA,65.35968,64.39462,65.32327,69.2636,57.27103,64.89311,60.689767029703
"1961",NA,68.66462,52.56613,49.05417,57.5534,52.73465,66.1943,52.31017,55.07102,61.26071,NA,53.23591,66.31933,NA,NA,58.94267,62.06487,57.59843,61.03778,57.84316,54.58287,59.43745,NA,53.21261,59.91454,49.35817,64.90952,65.03281,54.45612,60.16833,67.40113,61.61394,61.41679,65.6858,63.09096,66.34908,63.17921,63.18189,72.48853,48.98635,59.0357,69.5979,NA,56.77569,62.71216,57.62406,58.60726,63.09429,72.32877,70.94096,50.32862,NA,58.2821,65.65259,69.29892,69.09591,56.22006,NA,53.96997,57.56164,57.22232,61.08036,61.03112,63.38452,64.53585,66.42076,51.69911,65.49128,63.1151,63.12918,64.44376,59.04498,57.99463,67.49896,59.54174,60.61271,63.76305,53.71455,NA,57.20062,57.56435,63.62965,66.16291,66.93426,69.12913,72.54786,60.92102,60.14198,54.37727,64.26241,60.58583,58.49688,65.64857,64.13106,61.98948,62.43044,NA,NA,NA,55.65403,63.84488,57.78858,63.68485,61.95156,50.62179,61.00175,62.85735,63.5682,60.12053,NA,64.12796,62.88806,64.20735,66.7304,57.59843,64.44376,61.0590991089109
"1962",NA,66.84625,59.04931,50.90315,60.37897,56.90289,66.53566,52.13361,56.48303,62.36077,NA,56.69408,66.46702,NA,NA,57.14878,60.66079,59.21652,60.1863,58.98197,54.01503,60.48867,NA,54.46631,57.31794,51.10452,64.80172,59.57052,52.25175,61.39588,67.57667,61.84109,63.74068,63.91671,65.90671,63.56255,62.07425,61.48217,71.11512,50.8644,59.68428,72.50734,NA,53.92056,60.47779,59.05764,59.3104,61.22538,69.97005,73.28008,54.19746,NA,57.18644,62.07009,70.13576,68.11269,55.54405,NA,56.39495,55.06251,59.34359,65.10324,61.71757,61.16525,66.77988,65.77889,52.60686,65.34519,63.80248,60.54358,61.60351,58.11804,61.38426,64.31353,57.98425,59.47895,62.06039,52.24103,NA,55.79553,61.58925,65.0141,64.9836,67.9511,71.95857,71.02345,56.27626,62.48628,53.98825,62.70656,57.69728,57.2422,63.49717,62.16208,65.43515,64.8774,NA,NA,NA,52.99704,59.77359,55.65121,64.62572,63.26995,52.01763,61.76371,63.32052,63.09906,59.64018,NA,62.44348,65.2,67.57782,69.25273,57.2422,64.80172,61.1016497029703
"1963",NA,64.79287,55.75208,55.21279,58.75928,51.81604,64.91104,52.47296,56.98386,60.77661,NA,55.28163,68.99565,NA,NA,61.62496,63.81533,57.4401,58.4646,54.96818,55.05129,59.893,NA,53.92651,58.89087,51.86301,63.66432,63.13397,51.72407,61.26866,66.67524,60.85229,62.59955,65.66713,63.18183,65.48251,62.37349,63.72191,71.73806,50.00419,63.64637,73.2596,NA,55.69108,61.64184,61.63605,62.06955,61.59627,69.71006,73.67101,49.86883,NA,53.55114,67.32203,69.92732,65.44227,53.85474,NA,56.70489,58.27366,61.75527,65.61256,60.56681,57.1019,68.02811,62.01354,53.57105,65.66587,66.81345,59.78564,61.14345,56.20218,62.50502,65.66913,60.86906,58.98659,62.04613,53.88062,NA,56.9267,59.05716,62.68241,66.96071,67.30764,72.5288,70.38453,58.30774,64.97609,53.49556,62.57127,55.54732,62.09036,65.82608,63.85968,61.68645,62.69998,NA,NA,NA,53.56205,64.88984,55.28718,64.52975,60.98285,55.53572,64.66387,63.87975,61.85849,61.58785,NA,65.2816,64.36491,66.96268,70.08564,56.98386,64.91104,61.3291448514851
"1964",NA,68.80806,53.93795,50.80056,60.7079,52.53242,65.71345,53.50786,56.72129,58.86188,NA,54.89152,68.02579,NA,NA,59.15499,60.98865,61.33989,63.02292,56.23652,55.97321,61.90261,NA,50.41234,60.90676,52.45354,66.67691,62.32903,54.88598,59.57878,63.84332,61.19414,67.69111,63.352,67.13094,66.49146,65.2825,61.99667,74.23021,47.69746,61.20056,73.46746,NA,61.40371,63.84485,57.95818,61.31263,59.07941,72.84723,74.28001,51.72077,NA,56.62182,70.70099,71.65826,67.8401,55.95419,NA,54.08164,57.88183,61.98003,64.50012,60.03178,59.82138,69.9112,67.20748,54.55862,64.75426,66.46283,60.42249,64.4618,60.06703,62.71889,65.50937,57.25116,61.71703,64.44327,51.48705,NA,61.52604,59.88055,67.37304,66.03268,68.23998,68.85965,73.01793,58.64307,66.01654,57.45737,60.65975,59.14613,57.49465,65.60413,62.6522,65.61534,63.99235,NA,NA,NA,53.57626,65.5654,54.66038,62.10855,63.23268,53.86091,59.9152,63.50681,61.72811,59.69665,NA,67.34187,65.58006,67.49293,67.66067,57.95818,65.71345,61.8473062376238
"1965",NA,67.89448,52.66008,48.39817,56.39815,49.88948,67.99217,51.52594,56.15222,57.64831,NA,52.92542,68.90784,NA,NA,59.48243,64.06266,60.0601,62.65381,55.98121,54.83485,59.50242,NA,51.37025,60.67249,52.16907,65.93225,65.3987,51.15082,58.03126,66.75613,61.70148,65.77951,67.61074,69.15657,66.03039,62.23926,58.64719,73.45243,48.10075,62.29272,73.95471,NA,55.88996,63.15021,61.42799,61.89142,59.38268,70.95353,72.16187,50.12228,NA,54.34713,66.46952,70.31934,65.79738,55.43181,NA,53.22137,56.31524,58.0216,63.28424,59.25336,57.55696,66.4728,65.57533,49.73735,68.54046,67.35532,57.82081,65.72253,61.57126,59.36137,66.14779,57.88017,57.45337,67.5939,50.70799,NA,61.96075,58.59549,66.15141,65.95314,67.24675,70.08254,74.10888,63.08397,65.71345,54.52945,64.10338,61.54193,60.01979,62.18994,62.22078,64.71029,66.53478,NA,NA,NA,54.07817,66.41893,56.15656,59.4185,59.59127,51.5427,60.23456,64.9977,63.39158,57.76761,NA,66.60381,65.74017,67.10874,69.29426,57.45337,66.14779,61.3410502970297
"1966",NA,65.69969,51.9914,55.31221,61.27669,54.91582,65.59864,55.69148,56.89387,62.74981,NA,53.44171,68.20952,NA,NA,57.12542,63.22261,61.54531,61.3724,58.29232,55.25286,59.97563,NA,50.64604,59.21897,52.02439,62.93422,66.2131,51.64576,59.55707,67.51615,62.29412,65.09564,66.01995,62.78908,64.9916,62.6648,56.94824,74.01496,49.51292,60.81624,72.65233,NA,54.82663,62.09992,59.46102,63.05233,61.69176,69.36373,70.7489,51.00138,NA,55.51586,65.04664,69.0891,65.34526,54.2566,NA,53.0363,58.11655,60.43083,65.12965,62.26293,59.52176,64.42443,67.42745,49.94418,64.05019,65.25465,61.73334,65.51402,58.83925,59.50618,64.82035,56.79934,58.42643,65.48604,51.7592,NA,61.8939,60.14156,63.5405,63.47959,66.37512,71.51097,72.41521,63.11384,66.97308,50.52346,63.52509,61.99865,62.48582,67.55025,65.67437,64.29008,64.1244,NA,NA,NA,53.7924,63.9807,56.34903,58.84412,64.21728,51.66452,61.08721,64.38814,58.46927,57.48488,NA,69.93012,64.54566,67.32409,68.43389,57.48488,65.12965,61.3884393069307
