"","Russia","Germany","Iran","Bangladesh","Malaysia","Yemen","Israel","Saudi Arabia","Liberia","Tanzania","Slovakia","Iraq","United Kingdom","Lithuania","Moldova","Bolivia","Panama","Peru","Brazil","Cameroon","Nepal","South Korea","Ukraine","India","Paraguay","Pakistan","Zimbabwe","Trinidad and Tobago","Algeria","Central African Republic","Japan","Haiti","Philippines","France","Cuba","Cambodia","Burundi","Uganda","Mongolia","Niger","Singapore","Hungary","Armenia","Turkey","Thailand","Venezuela","El Salvador","Greece","Poland","Bulgaria","Jordan","Kyrgyzstan","Togo","Botswana","Romania","Denmark","Senegal","Latvia","Morocco","Bahrain","Dominican Republic","Italy","Zambia","Benin","Belgium","Uruguay","Egypt","Norway","Canada","Mozambique","China","Honduras","Indonesia","Austria","Sierra Leone","Kenya","Chile","Mali","Tajikistan","Ecuador","United Arab Emirates","New Zealand","Lesotho","United States","Sweden","Finland","Costa Rica","Namibia","Nicaragua","Colombia","Sri Lanka","Mauritius","Rwanda","Portugal","Switzerland","Ireland","Slovenia","Kazakhstan","Croatia","Kuwait","South Africa","Guatemala","Malawi","Mexico","Tunisia","Spain","Argentina","Ghana","Mauritania","Estonia","Albania","Australia","Netherlands","Jamaica","1st Qu.","3rd Qu.","Mean"
"1967",NA,68.0995,53.04871,51.02179,60.34204,57.95764,66.05831,55.33464,61.62328,60.01203,NA,57.64121,66.1292,NA,NA,60.73588,64.15019,58.67628,59.65844,56.04072,56.53133,59.47785,NA,54.08543,59.93878,51.79285,63.36666,67.17595,55.53942,60.81821,65.97217,64.24166,63.97562,68.01239,63.54395,64.02701,65.34479,58.17533,73.23847,49.82392,62.58551,73.90646,NA,57.49074,63.56934,60.06603,62.48947,59.99118,69.83914,69.06936,53.3473,NA,56.78749,65.53677,69.06744,69.99582,57.25877,NA,52.76935,56.85218,58.72253,65.01639,60.78192,59.60754,65.10976,66.24331,51.93161,64.72001,66.46565,58.54968,66.20231,58.25191,61.51074,63.4196,58.96649,58.30852,67.69433,53.7662,NA,58.19468,62.23835,63.70573,66.47249,69.44145,69.89603,72.55233,62.4474,65.96276,56.35505,60.76982,61.94971,60.46514,67.11662,61.95042,64.56416,63.07376,NA,NA,NA,52.50019,61.01794,59.46271,58.53747,58.68481,52.45005,60.68347,63.23511,61.79559,55.28415,NA,67.81911,64.38762,68.61413,66.36862,58.25191,65.53677,61.6386076237624
"1968",NA,65.33363,58.03971,55.46731,58.97886,56.36754,66.08795,53.18317,60.26903,59.32993,NA,57.87584,65.92418,NA,NA,61.31049,61.08027,57.5699,62.65665,56.79988,56.89035,60.59918,NA,54.51552,61.54267,50.05777,61.75291,66.48015,56.04341,62.08543,64.91126,64.13379,64.03281,66.51594,67.39408,65.98108,63.70412,61.69432,75.42434,50.4113,61.45724,72.0814,NA,59.71883,62.16022,61.95117,60.1711,60.15692,70.52883,73.50598,53.66132,NA,57.36488,64.31992,66.57096,68.2426,56.57492,NA,56.29861,57.75719,59.21631,66.13412,58.74181,63.21498,67.77665,65.67479,53.95194,66.74241,66.71038,61.4618,65.00391,60.53435,59.85219,64.60013,59.54546,58.37575,65.79248,52.74495,NA,62.1236,62.72399,66.81343,66.89609,68.10499,69.67741,71.35189,62.16907,69.5435,57.63651,61.16923,64.66628,59.55765,65.95941,62.41887,63.48278,65.36882,NA,NA,NA,52.52242,61.46395,58.38854,59.24124,61.37771,55.65606,59.99206,65.57372,62.4813,54.45006,NA,68.38757,63.7008,64.18694,65.48988,58.74181,65.67479,61.9962083168317
"1969",NA,65.42748,53.33435,51.3211,58.01025,52.14539,67.1411,53.65894,59.96475,57.22523,NA,51.71813,67.95179,NA,NA,59.41818,62.62433,60.82149,62.14647,56.53924,53.13898,62.82574,NA,53.25392,60.54434,53.36614,63.12601,65.02223,54.06096,59.85398,67.5368,62.88001,64.57971,66.11904,67.26494,65.7814,67.84407,59.1106,74.32419,48.93021,59.9497,73.2277,NA,57.88089,66.11201,61.92902,62.31818,65.51716,72.72019,74.33293,54.20348,NA,59.72088,65.07738,69.0382,68.76298,55.03929,NA,55.68755,57.35093,58.02441,62.37213,55.36549,62.48729,65.36352,67.74897,51.20949,65.94848,67.30266,59.99906,67.37291,58.9021,58.71192,67.08368,58.08506,57.14867,67.34597,53.30483,NA,63.28987,61.27818,69.01017,64.99789,69.15238,71.91266,71.83257,62.31149,66.51479,53.0627,65.56666,61.43901,60.44605,67.87567,64.47098,64.79148,63.19626,NA,NA,NA,56.31465,64.09157,58.03556,60.03001,61.1174,53.61659,59.40237,65.15246,60.18551,56.00139,NA,66.84537,62.6885,65.82989,62.13112,58.01025,65.94848,61.8242356435644
"1970",NA,65.61357,53.14227,52.06848,58.93309,50.21427,65.90427,52.13754,56.35479,57.33361,NA,53.95802,70.5755,NA,NA,61.57759,62.61779,65.12432,61.22413,55.33272,53.12669,61.05383,NA,52.94291,63.56948,52.47831,65.69242,64.92225,53.19522,60.62644,66.67244,65.50161,65.19156,66.24201,64.56197,64.49605,65.91859,57.97954,71.65629,46.62114,59.84767,71.85643,NA,59.71039,68.68076,60.21438,61.27928,63.97019,73.61804,72.26803,52.99204,NA,57.60358,68.98721,70.97581,67.66043,57.94654,NA,53.91096,55.96696,58.38852,62.57025,58.25941,62.41076,64.59623,68.17805,52.18906,66.64575,67.6447,57.22153,67.53369,60.73219,59.71245,65.61132,56.85789,58.71849,64.88492,52.02477,NA,60.42858,58.72692,68.52551,65.72472,67.32668,71.18265,72.94361,66.53478,65.31194,53.76365,66.31504,59.46572,60.49281,65.05717,61.32611,64.43913,63.57255,NA,NA,NA,53.23768,65.06277,59.05351,59.53429,61.4326,54.03251,60.22399,66.63145,61.31374,56.16787,NA,75.20734,65.853,64.44228,60.33839,57.94654,65.853,61.7811720792079
"1971",NA,67.58561,55.4303,51.12118,57.51705,51.91873,66.93292,52.02121,57.02349,59.91,NA,52.97881,68.72231,NA,NA,61.4034,63.4645,62.57262,66.3053,57.65685,53.70124,61.37341,NA,51.60211,58.675,51.35372,66.12685,62.49324,53.45152,61.90633,65.69729,66.62391,63.29845,67.48113,65.55293,67.55921,66.86233,57.46835,74.94944,50.07539,62.42108,74.41479,NA,57.73287,64.54085,58.86398,59.73486,60.09392,72.81875,75.92568,50.7275,NA,60.12671,68.80137,65.73257,69.18592,59.07,NA,55.14269,54.22186,56.5074,62.00527,62.11757,60.39634,66.22375,65.58423,51.58967,66.14463,66.63298,58.31964,66.0179,63.33633,59.23256,65.08326,58.60945,60.18322,67.32798,52.9529,NA,62.68893,57.64917,65.66755,67.13473,69.0513,72.18504,72.86391,62.81756,65.50207,55.86618,64.55992,60.46342,59.17119,61.78296,64.32752,66.18112,63.1151,NA,NA,NA,57.19621,65.21554,56.47146,62.71448,63.70454,55.46191,63.03755,66.55437,60.36802,55.57117,NA,74.63924,64.37925,66.61749,64.75513,57.65685,66.14463,62.0232736633663
"1972",NA,65.49697,55.47565,52.26804,59.52822,52.38413,66.51926,56.09841,59.64418,57.95077,NA,57.31532,69.15829,NA,NA,59.15277,60.36565,61.42418,62.6557,58.81339,55.40562,59.78377,NA,49.60219,59.27401,54.16611,63.80853,62.39961,55.52521,64.42297,65.59256,66.48259,62.8186,65.70008,64.14658,68.17247,63.56902,59.71346,74.50307,50.9341,64.54054,77.98441,NA,56.19143,64.82947,60.36556,60.62045,64.12157,72.85361,72.26495,52.11036,NA,58.00101,69.49452,70.14147,71.9434,58.4813,NA,53.90859,55.73475,60.3942,65.11918,56.19457,60.77702,65.70136,64.32772,52.0681,68.48783,66.33467,64.37672,67.1669,61.48219,62.88825,64.82088,56.97062,57.31437,65.13754,55.09116,NA,60.43771,57.80898,64.54161,67.21753,69.0588,71.60541,77.02973,63.45286,66.45441,59.65095,64.13404,61.04573,57.6498,62.83625,66.52776,67.5314,62.94635,NA,NA,NA,54.54284,63.48949,56.88413,62.9239,62.59965,56.00558,62.06432,65.67225,60.88714,54.89899,NA,73.34176,65.11972,68.60205,66.41094,57.95077,65.70008,62.2958834653465
"1973",NA,63.77149,58.57526,51.12756,60.12616,54.42285,66.4777,52.7019,56.60989,57.85239,NA,58.72852,68.24053,NA,NA,63.61148,57.80318,62.32906,62.79691,60.04478,55.87111,61.89162,NA,53.07925,61.53617,52.87689,66.01066,64.8123,53.28525,64.16519,66.87596,61.84584,62.92959,68.03645,67.89334,67.78851,66.02365,61.00229,75.49056,52.08387,63.08192,76.84199,NA,56.25522,67.0643,60.90853,60.05898,59.46763,72.09809,71.55977,52.43576,NA,60.44144,67.74893,73.40429,70.19241,60.46949,NA,54.34793,58.12017,62.43554,64.48198,56.90722,60.99703,67.77531,63.87233,50.90619,71.26114,66.12203,64.37522,66.31171,58.59383,61.44025,64.36306,53.83031,60.80379,65.49395,54.55956,NA,60.29196,57.8025,66.47749,66.0468,71.55656,76.58173,75.76865,63.25161,68.73462,57.92565,62.10981,62.31045,58.79003,65.27486,64.94853,70.74522,63.01493,NA,NA,NA,55.22159,64.21013,56.79025,61.69137,61.82691,57.61261,64.846,64.38893,61.71634,55.86925,NA,73.86468,65.07524,67.53283,70.52467,58.57526,66.31171,62.6786897029703
"1974",NA,65.806,56.44958,46.70059,61.16804,51.07844,66.41645,51.36367,54.23249,59.41192,NA,57.99338,68.78055,NA,NA,61.80594,59.08765,61.97836,62.36841,58.73019,54.67366,62.66228,NA,53.85161,60.47988,50.04696,64.23387,64.48598,52.80788,58.89862,65.18455,62.8489,64.708,65.59413,67.24808,67.50064,65.86125,61.55218,75.43155,47.65701,61.29983,76.18623,NA,58.92508,67.27691,59.8945,64.54826,62.58612,72.86023,74.56269,54.86843,NA,58.51061,69.06568,72.73524,72.07519,59.19757,NA,55.10915,59.6252,63.44879,67.33682,60.41201,61.44677,68.43916,67.58408,51.80781,69.40856,66.11168,57.26704,65.11272,59.63399,63.21977,65.93072,53.05244,62.07146,68.10351,52.08559,NA,60.96203,54.08962,65.78496,66.85074,69.27929,75.55825,78.12482,64.67999,63.68903,59.86316,66.75962,65.38205,61.97672,67.92819,63.68923,68.61024,66.76177,NA,NA,NA,57.11702,65.31234,60.01957,61.11855,62.11848,56.01586,63.83362,65.30497,63.5005,53.74783,NA,78.71827,64.49733,68.57399,70.91588,59.08765,66.76177,62.7889351485149
"1975",NA,68.10071,56.35984,48.40043,59.90742,50.17091,65.39887,52.79607,54.67106,60.19475,NA,55.27104,69.44139,NA,NA,61.17952,62.48836,64.62024,62.73666,57.62862,54.18573,64.15971,NA,55.61095,62.85408,50.43466,65.80674,65.23649,51.801,61.62608,65.67076,60.74914,67.05567,66.54718,69.10461,67.46147,61.09256,63.72356,75.20657,49.63883,61.21475,78.29293,NA,61.01398,66.32978,61.93247,62.54451,61.39973,71.2142,74.59491,53.42182,NA,59.73042,67.23202,70.92445,71.07058,55.38089,NA,53.82718,58.73746,64.44979,67.09955,60.3154,61.93197,68.62116,66.38661,50.00773,71.70237,68.28076,58.45737,71.8894,60.7881,63.57444,64.66536,55.8401,59.14441,64.38377,52.4304,NA,62.39053,52.94445,67.42736,65.11686,67.89841,76.15666,78.46201,66.0332,66.0646,58.36298,67.51445,65.23431,60.07125,66.80341,66.21317,67.7623,64.57827,NA,NA,NA,56.69534,66.54095,61.49238,61.14938,61.45197,55.15071,60.9603,66.32156,65.77482,52.55485,NA,77.14665,67.33029,69.31937,70.33848,59.14441,67.09955,62.9447893069307
"1976",NA,67.19251,54.92064,52.27201,63.87927,55.54018,66.93818,53.00546,57.5534,60.55341,NA,58.87862,67.82299,NA,NA,61.85111,63.71444,64.20885,64.34894,58.85451,55.24715,65.51147,NA,54.17848,63.35775,49.23795,62.31235,67.85558,53.17619,64.18448,64.66142,63.63104,65.82716,67.155,71.74318,73.4749,64.86431,60.42714,75.10485,48.19923,60.38238,81.26841,NA,58.25291,63.97427,64.00907,63.5534,61.08947,76.53546,75.45376,55.61106,NA,59.26367,66.56155,71.95378,74.13287,54.47943,NA,51.76362,56.9062,67.15502,67.50209,57.3507,60.31242,67.97331,68.64559,52.19145,69.12167,67.3476,60.44336,72.58434,63.27293,63.14819,67.03257,55.10782,58.73358,66.47921,49.06514,NA,66.15182,56.06706,66.83487,64.96915,68.83411,76.58637,77.74293,64.18334,65.07328,61.71362,64.93498,59.44938,62.28168,66.60208,66.81598,66.6202,65.68664,NA,NA,NA,55.70768,66.73951,59.39683,64.76725,63.72529,55.6017,61.43905,64.82536,62.5153,55.67366,NA,77.39373,64.53287,67.80692,72.02263,58.87862,67.03257,63.3964130693069
"1977",NA,66.56367,55.32996,51.72078,61.64283,56.62039,67.08343,54.85642,59.90703,62.83662,NA,55.68061,68.77038,NA,NA,62.40335,64.45605,60.35108,63.50122,59.20342,52.55379,62.15204,NA,52.82866,61.63612,47.70304,63.92129,67.90091,53.4927,62.8915,63.50573,60.39561,65.8525,68.43641,69.87117,75.36071,65.39881,59.85161,72.14993,48.40624,63.3569,79.37471,NA,59.28433,63.28499,61.20633,62.57381,61.54025,75.65225,73.68041,51.67667,NA,61.52624,67.85553,71.53002,72.78981,57.85981,NA,53.16449,60.98831,68.62386,67.33089,57.85035,62.25999,67.81468,68.23064,50.61073,74.6382,64.61216,60.35709,71.96954,57.60292,59.58713,65.8865,54.64124,60.55784,62.2854,52.3105,NA,64.44317,58.22714,66.66061,67.55819,69.42452,77.85063,78.51959,65.20209,68.85336,60.54629,65.55213,59.84845,62.1612,66.93466,67.07822,69.41217,65.78019,NA,NA,NA,58.2395,64.90452,58.68517,61.92696,65.65464,53.89981,65.4464,63.08388,60.12836,54.27952,NA,76.80877,68.06734,69.17988,69.86035,59.58713,67.81468,63.3066162376238
"1978",NA,69.08496,55.65894,52.3106,65.15442,55.1384,67.81037,50.69625,57.23985,67.88483,NA,59.2483,69.39114,NA,NA,61.61378,66.17863,61.12069,64.29256,58.59461,57.76995,62.88827,NA,56.73575,60.10809,48.34169,63.68877,65.52134,56.41862,62.01901,66.03182,62.96411,66.87349,69.24533,69.98159,73.51072,65.47817,64.67975,75.41605,63.21892,62.71322,79.34804,NA,59.94211,66.19185,62.15703,63.58671,63.40173,75.5434,72.1503,55.9392,NA,60.09101,66.58961,69.9031,74.78081,57.92772,NA,57.83292,59.43671,65.23658,67.2303,59.63738,58.3514,68.64931,71.00425,50.98403,75.57945,66.67475,56.89945,70.28079,61.77062,62.38527,67.89275,55.16917,61.57372,66.73333,52.94162,NA,64.68586,56.93732,67.33417,64.7457,69.82107,77.29192,78.49551,65.10276,63.45292,60.42284,64.97423,62.95052,62.29462,67.6977,66.06996,65.45472,65.34471,NA,NA,NA,61.39391,64.9585,56.54803,64.10147,63.63974,57.70286,65.17593,67.28818,61.68875,57.92492,NA,78.44487,66.09528,69.1911,72.31706,59.94211,67.33417,64.0434310891089
"1979",NA,67.34602,59.24922,54.21075,63.44922,54.23511,67.0114,52.98766,56.7806,63.77722,NA,57.42502,69.16814,NA,NA,58.45032,66.95662,61.82722,64.71191,60.68627,55.11467,65.00138,NA,51.5124,61.71798,50.46762,64.13859,66.75646,57.66265,60.82874,67.34427,61.76216,67.75751,67.93147,71.64863,69.0798,68.66409,55.56485,75.12836,58.10241,64.70964,77.17707,NA,57.7024,67.45305,61.99852,64.57865,61.88422,77.35288,74.52541,53.27133,NA,61.34864,70.11735,71.35229,76.01388,58.53201,NA,53.9825,56.95766,64.35784,68.6343,56.96558,56.03548,68.35534,68.77714,52.59042,74.6681,68.92439,61.43842,70.98016,61.23538,59.14348,68.28308,59.17015,60.70159,67.3105,51.48588,NA,62.86281,55.51926,68.14291,65.64981,68.28382,79.25995,78.86918,65.24067,70.66191,59.15005,64.73528,63.54069,61.35675,66.58984,68.29403,68.67893,66.57668,NA,NA,NA,59.95702,65.39934,57.59552,64.61508,62.87448,54.54925,64.39635,67.21036,64.25949,58.23955,NA,78.10341,67.35175,68.75289,68.75131,59.14348,68.28382,63.9399984158416
"1980",NA,69.26284,58.62856,50.99323,63.47855,51.25187,67.88771,51.54827,56.00589,61.13873,NA,56.65207,68.84786,NA,NA,58.87536,64.83183,63.21656,64.23956,63.71752,53.64432,63.2684,NA,52.44029,61.95365,48.08189,66.87285,67.17211,54.85579,62.2014,66.55521,63.99045,64.79532,67.7417,69.67475,69.01138,64.84176,58.15239,76.02579,50.21805,62.45242,78.03363,NA,58.91725,68.356,64.19486,65.88978,63.14124,76.26802,73.35202,55.85269,NA,61.05805,68.35791,80.37996,75.73724,57.07465,NA,53.28056,59.11529,64.97742,66.87806,59.44775,59.61951,68.08206,71.27683,54.25109,74.42588,69.49442,64.22869,70.17481,61.49608,60.80355,67.79088,53.32841,61.42702,67.75606,52.98381,NA,62.58541,58.53045,66.06101,66.28513,68.53705,77.8681,79.72464,64.58443,67.05854,61.48941,63.96402,63.37307,62.83995,65.4387,67.99338,66.15171,66.50923,NA,NA,NA,59.50676,65.2782,58.72773,63.09308,64.77491,56.31231,64.52527,67.81253,62.12142,56.4206,NA,78.07903,66.78989,69.62822,69.90933,59.44775,67.81253,63.9005081188119
"1981",NA,68.74599,59.69482,49.3763,62.08529,51.64814,68.6298,53.79446,55.56347,62.78218,NA,58.81973,68.75655,NA,NA,60.45984,63.58126,62.63957,64.85428,62.9437,55.65352,63.55629,NA,54.25983,59.88431,52.23455,64.5691,68.90181,54.5898,63.80674,65.43608,61.43719,64.23079,69.68757,70.39864,73.95692,68.30418,57.57287,74.68662,51.49038,62.32606,79.60121,NA,56.53288,67.22586,61.65043,67.47169,59.65742,78.03449,77.07271,56.65597,NA,63.925,68.64368,80.9538,77.41176,59.41061,NA,55.35242,57.23558,63.98258,65.42967,60.29867,60.28108,68.02493,69.29018,52.0163,77.42732,70.37293,65.21168,69.66485,61.06984,61.27204,68.81825,54.65577,60.5191,65.54957,52.61643,NA,60.51229,58.12839,68.7757,68.63718,68.31708,79.94531,79.18658,64.55198,62.77957,64.22945,65.02861,63.80686,62.75974,64.50242,67.00185,69.04603,66.79026,NA,NA,NA,58.01484,66.02712,59.44795,64.72373,62.58461,55.54244,64.42574,68.26646,58.31152,58.66063,NA,79.73786,67.94308,68.96071,72.80744,59.65742,68.63718,64.1994926732673
"1982",NA,66.16602,53.4671,48.9901,62.70638,54.78006,66.71257,53.05234,57.27502,63.1099,NA,59.14655,69.38192,NA,NA,56.643,64.01289,62.6891,64.5379,63.36106,56.26013,63.63221,NA,55.65243,60.39308,50.31567,64.24129,67.53181,52.56584,61.04486,66.64941,63.46456,64.32852,69.17951,70.56384,72.92892,65.49037,57.51622,76.84986,54.47716,62.66278,80.51468,NA,60.60343,66.41912,62.07012,68.38164,62.08474,78.05502,74.50714,56.35338,NA,59.99262,71.00106,83.13887,76.79953,59.44697,NA,55.30122,59.50593,64.72215,67.87599,56.95753,64.4143,67.13923,67.46091,55.67105,76.92639,69.95789,61.64508,74.0721,59.52961,62.31307,69.74473,54.48189,60.77111,64.56341,53.07834,NA,60.89421,60.60923,68.4298,67.1491,71.39978,80.26797,78.92713,64.49272,67.65953,66.19841,67.24838,64.41009,64.44799,66.45827,67.01192,69.69482,68.65952,NA,NA,NA,62.40657,67.45125,58.98937,64.01016,65.09692,56.02812,62.06124,62.17014,59.9922,58.48543,NA,73.68742,69.68299,69.3187,71.51398,59.9922,68.38164,64.3775642574257
"1983",NA,70.49862,56.43111,53.51717,62.2347,55.03423,69.90834,56.84987,59.1866,62.321,NA,58.38047,68.83898,NA,NA,61.18661,63.40482,61.72755,64.22162,63.61169,57.38592,63.0697,NA,53.36568,61.01414,50.2002,67.16325,70.24746,52.95329,62.15523,66.07182,62.83018,69.80572,69.82922,72.22631,72.79029,67.73555,56.14677,76.85761,52.5051,65.80855,83.08675,NA,58.17638,69.37994,63.41885,66.66257,63.68885,75.18408,74.53887,59.07361,NA,60.87166,71.05369,83.00193,77.31816,61.92311,NA,57.78057,61.14941,64.10948,68.06675,58.73098,62.7289,67.34421,65.99567,55.09262,77.19543,67.77441,60.99214,71.79548,60.73822,63.83396,66.8483,55.53148,58.71275,68.96698,52.9024,NA,61.02321,56.65443,69.81214,66.14697,70.50706,80.78787,83.39686,65.29057,65.88228,65.97576,68.59221,62.1787,63.14729,64.17074,70.08376,70.71769,66.04476,NA,NA,NA,59.22449,66.86687,59.65214,66.01652,65.35547,55.75548,64.7836,64.99467,65.56059,57.62956,NA,74.48672,67.08007,70.37964,71.27224,60.73822,69.37994,64.8579635643564
"1984",NA,70.09191,57.08225,50.12259,65.2089,54.27063,68.70602,56.70789,59.49771,61.02138,NA,62.03582,69.99649,NA,NA,60.8458,65.98053,64.9227,66.2858,58.47596,58.60948,66.25238,NA,54.69427,60.6471,49.20965,65.16566,69.51245,53.30867,63.46544,66.71729,62.78537,68.50579,68.63651,71.44571,74.68727,66.43343,59.02227,74.44661,50.0916,64.92802,81.78467,NA,59.81145,69.58419,63.12421,69.86259,63.94807,75.88513,75.51796,57.14157,NA,58.7834,70.88178,79.49446,79.67914,62.35321,NA,56.65928,62.6315,64.06241,68.54191,57.26625,59.45355,68.27306,69.20376,55.98208,75.98723,70.15904,61.98665,70.64749,60.85652,63.08169,68.76707,54.82468,60.45767,66.65221,50.28736,NA,63.33212,60.77919,71.43352,67.33034,68.63858,80.49219,82.20452,65.70738,72.05894,64.15026,65.62229,62.25696,62.02238,66.78937,68.93391,68.02641,67.08508,NA,NA,NA,63.7331,65.7895,60.15334,65.14715,63.27607,57.55874,66.07527,65.81051,66.23363,58.96918,NA,77.0237,67.88022,72.46492,70.79758,60.6471,68.93391,65.0616528712871
"1985",NA,68.83838,56.73257,52.06395,64.10468,49.26206,68.82841,55.03545,58.82972,63.54163,NA,62.24415,70.17134,NA,NA,60.58286,66.05458,67.89246,66.25757,64.09606,58.36345,64.30982,NA,57.65375,62.3289,52.62216,66.56287,71.29773,53.99809,62.64521,67.19434,62.4571,69.09614,70.30804,74.50685,73.52058,66.57249,60.06943,77.84197,53.32997,65.76626,75.40735,NA,62.21739,69.50221,64.19148,66.91383,64.22615,75.06856,76.40943,55.36251,NA,60.72098,72.19227,82.85012,76.48685,62.42209,NA,55.32862,61.02128,63.10611,68.39195,57.72685,61.11812,70.12561,67.43252,56.61361,82.09953,71.54983,61.72991,72.07032,65.3144,63.06893,67.31512,54.77348,62.33576,67.60157,54.20064,NA,65.49252,61.01745,70.76776,66.80988,70.11706,81.69913,79.09233,64.40816,67.23559,63.73447,65.62049,64.46283,63.3004,69.63036,68.48007,68.66748,66.76473,NA,NA,NA,61.77241,67.98337,60.55817,61.54747,66.1992,56.69704,65.25111,65.19435,65.02258,57.31741,NA,75.44241,70.02365,70.81728,71.08481,61.54747,69.50221,65.3870135643564
