"","Albania","Algeria","Argentina","Armenia","Australia","Austria","Bahrain","Bangladesh","Belgium","Benin","Bolivia","Botswana","Brazil","Bulgaria","Burundi","Cambodia","Cameroon","Canada","Central African Republic","Chile","China","Colombia","Costa Rica","Croatia","Cuba","Denmark","Dominican Republic","Ecuador","Egypt","El Salvador","Estonia","Finland","France","Germany","Ghana","Greece","Guatemala","Haiti","Honduras","Hungary","India","Indonesia","Iran","Iraq","Ireland","Israel","Italy","Jamaica","Japan","Jordan","Kazakhstan","Kenya","Kuwait","Kyrgyzstan","Latvia","Lesotho","Liberia","Lithuania","Malawi","Malaysia","Mali","Mauritania","Mauritius","Mexico","Moldova","Mongolia","Morocco","Mozambique","Namibia","Nepal","Netherlands","New Zealand","Nicaragua","Niger","Norway","Pakistan","Panama","Paraguay","Peru","Philippines","Poland","Portugal","Romania","Russia","Rwanda","Saudi Arabia","Senegal","Sierra Leone","Singapore","Slovakia","Slovenia","South Africa","South Korea","Spain","Sri Lanka","Sweden","Switzerland","Tajikistan","Tanzania","Thailand","Togo","Trinidad and Tobago","Tunisia","Turkey","Uganda","Ukraine","United Arab Emirates","United Kingdom","United States","Uruguay","Venezuela","Yemen","Zambia","Zimbabwe"
"1988","75.10562","57.40213","65.79275",NA,"69.14064","69.74159","63.22957","58.21238","70.77696","61.11582","61.66142","70.95674","67.52050","75.52255","65.36357","75.93896","62.36825","73.79482","62.05588","65.78637","72.16676","66.69727","66.63290",NA,"77.85872","81.42086","63.45221","63.49427","53.75557","68.76058",NA,"82.11680","71.00551","70.15140","60.76596","65.05325","59.55254","59.35197","63.69725","75.58380","58.68073","67.89368","56.05823","57.43994","67.75982","68.80564","70.02405","71.34192","67.81775","57.13972",NA,"61.03247","63.47514",NA,NA,"66.10952","55.53754",NA,"63.93385","62.86797","51.98093","59.41241","64.93976","66.81999",NA,"76.81060","58.07941","65.94261","69.95556","56.28184","73.73196","73.06967","62.73582","50.48005","83.12024","52.60343","65.75445","63.02269","65.70146","68.01165","76.13212","70.74091","82.67197",NA,"69.11966","56.49672","58.71377","60.59827","65.20651",NA,NA,"67.00468","66.64618","66.16969","62.02815","87.45754","70.58659",NA,"63.30070","70.51987","57.99837","69.98890","58.02259","57.38413","62.57378",NA,"62.10226","71.12917","71.67244","67.53998","66.72692","53.96054","60.10638","72.67114"
"1989","77.74808","55.73542","65.65238",NA,"69.23687","69.42851","63.27229","61.13213","71.20133","56.78505","61.64774","71.10096","67.03003","76.53845","65.76836","76.14228","63.84928","73.62316","60.96538","66.27006","73.45936","69.76523","67.07752",NA,"78.59781","81.31226","63.66676","65.54767","57.11384","68.58526",NA,"80.96573","70.21410","71.71249","62.53325","67.75313","61.44382","62.45796","67.10897","75.75836","58.47512","65.24035","55.19194","58.99809","67.01859","68.90480","69.77920","69.11745","66.83807","56.31499",NA,"65.77976","60.52308",NA,NA,"68.54279","58.47762",NA,"65.31100","65.66890","55.24320","58.16838","64.80911","65.45835",NA,"79.07453","54.32432","63.57337","69.69304","58.59482","74.67864","73.52840","66.68217","52.07808","82.99117","54.16421","63.65171","70.02567","64.63931","68.64304","76.63059","68.74910","79.44408",NA,"72.17000","57.44595","58.06751","59.11151","67.77778",NA,NA,"65.02342","68.19344","69.81941","65.10296","86.00089","71.76044",NA,"63.03742","70.98101","59.88720","70.91586","58.17038","57.93915","65.96600",NA,"58.33462","72.31449","71.88698","68.71050","65.22567","54.95869","59.07355","68.04330"
"1990","75.86466","56.03071","66.60178",NA,"70.82894","72.71790","64.49448","60.32226","70.72687","61.33192","63.53902","71.92594","68.97459","72.15940","67.17475","75.62312","65.08143","74.53148","62.12173","66.43027","75.32553","69.86977","67.73367",NA,"80.84297","82.03720","68.69157","65.51645","55.21600","70.96380",NA,"83.88171","70.42135","73.53331","63.09449","65.84033","61.23832","62.00148","68.35254","70.48447","55.34231","65.32264","55.07996","56.25324","67.51022","70.31390","69.96115","71.86955","66.89612","58.78069",NA,"66.26568","61.41188",NA,NA,"71.09127","57.12524",NA,"64.41029","66.17156","53.79866","58.86022","64.12615","66.18440",NA,"70.07161","55.20333","62.88259","70.43011","57.30207","73.93104","73.94225","65.40674","53.01030","82.11687","49.92510","66.07319","68.39254","65.61498","69.51458","72.88263","70.57286","70.10857",NA,"71.77280","56.80310","58.53484","56.11126","67.13098",NA,NA,"66.25468","63.91251","70.52333","66.93460","87.71722","70.24185",NA,"63.49132","69.49253","60.57570","71.24931","59.17636","61.69497","63.30982",NA,"62.16958","71.24306","72.02407","69.43513","67.12886","52.24984","61.58900","70.89894"
"1991","68.72457","56.58811","68.31661","70.77196","68.48030","73.11867","61.23820","61.13425","71.84030","63.45911","66.81053","68.29178","67.15804","72.65124","67.22254","76.71603","63.49594","73.45284","61.76903","65.50076","69.72454","71.46330","67.90037","70.15393","80.21741","80.39331","66.49103","67.76964","56.82751","69.55295","74.10607","87.31556","69.40839","73.42455","64.01160","61.89846","60.76695","62.93679","66.27903","72.80038","56.49281","65.34242","56.00575","58.81795","67.30833","68.10921","70.51699","70.23335","67.72374","56.40166","70.19837","63.13402","61.73461","70.89831","72.66032","68.34936","58.89564","73.39165","65.00080","63.45948","54.43017","56.13258","64.75469","64.96664","71.91410","67.44089","56.33538","62.67383","69.92336","60.19853","73.74920","72.35474","65.65840","51.52262","83.93763","51.21470","66.69531","66.82380","66.07411","69.67165","73.81572","70.15261","65.99078",NA,"70.17934","55.23973","59.39413","53.30859","67.90076",NA,"75.22369","68.90983","66.03257","68.56538","64.93951","83.41586","75.16612","68.21428","62.68879","67.85358","60.32651","70.88514","59.40511","60.41370","66.77397","66.17104","60.89677","72.02897","71.92425","69.22185","67.39089","53.68413","60.34316","71.11410"
"1992","68.84731","60.98578","68.39407","72.48145","69.84279","72.40203","57.68800","58.05575","72.26438","60.29660","67.01540","71.62822","68.85616","75.86198","63.28204","78.13448","60.18302","74.27526","65.35658","67.31677","70.95876","71.22449","66.71997","68.07002","78.38289","81.51423","65.47871","66.63125","58.45330","67.59246","72.44775","87.08071","70.39974","74.75790","62.92987","65.45498","61.99469","63.68738","66.82508","74.46552","57.13754","66.02668","58.02652","60.10241","70.29604","68.62914","69.45366","70.53512","68.57291","57.80721","68.30469","64.03940","63.22843","67.12254","73.19165","65.57974","59.04391","71.62626","64.56811","63.31476","52.07743","57.00956","65.04223","63.72948","68.18731","68.90558","55.56883","61.60450","69.39633","60.11896","75.62459","74.69871","66.68146","51.53177","84.14939","54.11227","66.03004","65.93362","63.71237","69.89417","73.77292","70.73517","69.60563","74.63264","68.63555","54.52700","63.37447","53.69356","62.90080",NA,"74.84274","66.74646","66.01568","71.54357","64.07594","84.76554","73.60508","67.83537","63.46381","71.58860","60.61478","73.07518","57.07601","59.03194","64.50735","70.77910","59.85589","70.88789","70.79535","70.65506","67.59370","54.47032","60.29825","66.53119"
"1993","66.81788","61.49272","68.65306","72.41720","72.08934","74.34798","63.24062","58.07798","68.07148","63.04380","68.74047","71.32572","68.93704","74.65377","62.78642","72.77993","63.28959","75.81992","62.91452","67.39955","69.95314","69.20927","67.59793","69.18314","70.33159","83.72568","66.40858","65.53461","56.57979","68.60732","75.60179","86.19706","71.44698","75.07124","64.58243","65.46568","61.74721","61.29892","65.33934","74.60361","58.09092","67.10425","57.58615","60.49921","69.73362","70.51192","68.59240","72.50526","69.04422","61.41180","70.71406","62.04377","60.88914","70.08014","76.01728","69.46279","56.90466","72.35922","64.57613","63.89022","55.14495","54.45655","63.90731","67.25027","70.04357","67.60461","57.62711","61.58854","69.20136","60.86296","75.29704","75.50457","64.68283","54.09602","86.99114","51.59505","67.28007","66.25194","65.07381","68.47013","73.35046","71.37332","69.53926","74.55710","70.20205","57.58394","63.44631","57.55394","66.90098","75.49663","72.90036","66.97311","65.38070","71.54909","63.33548","85.02061","72.22120","68.06155","62.29850","69.24566","60.52249","72.13550","58.41095","58.18878","63.31155","70.48713","60.31826","72.90985","73.09391","69.89007","65.29902","55.50420","61.24135","66.79843"
"1994","68.20743","60.11815","71.51993","70.65203","71.86954","73.98626","65.01400","61.29649","71.08753","64.99480","66.59449","72.44947","66.87877","75.47556","64.75224","68.01139","62.78773","74.03544","60.82102","67.59200","70.65411","70.69449","68.14565","67.62018","72.31263","82.26443","67.36189","63.01910","57.01658","68.33529","75.74548","87.63685","70.38371","77.83884","65.67326","65.44529","64.03857","65.14268","63.75499","73.84836","59.14186","65.25233","57.87486","60.45651","70.37772","69.75595","71.92125","73.85018","68.73675","62.35806","71.92415","62.91230","59.69089","70.85047","75.82809","65.79872","58.17504","71.33056","67.25736","60.61116","53.93525","57.85609","64.16403","68.89908","70.57441","67.37952","57.13142","67.24278","75.48817","58.61758","79.42620","75.55116","63.25907","55.81078","86.64129","51.68888","67.23463","67.86137","66.47744","67.75791","74.81169","71.47556","69.08404","74.42324","65.35224","59.67422","61.84444","59.46037","65.96059","71.01284","73.58137","76.19486","65.35792","72.87426","64.58521","88.32212","74.07658","65.69578","66.13484","68.60308","60.32728","73.99857","60.92347","59.59094","66.19579","71.00128","61.47568","73.47458","73.69168","70.82182","66.53645","55.18671","60.27582","67.66623"
"1995","66.12945","58.76728","74.95071","72.62583","72.06194","77.36331","63.60905","61.62927","72.19802","65.46983","69.99930","72.64928","70.56278","73.66919","66.50355","71.57625","64.19113","75.49005","60.08691","68.70968","70.34771","71.77330","67.93038","68.38357","73.02030","81.08221","65.64191","64.19808","57.52641","68.36002","75.60392","84.67626","71.57318","77.18380","64.70772","65.54123","65.63437","61.91097","66.79542","71.66785","56.76749","66.99621","57.61291","59.07698","72.66975","69.20738","71.47394","74.20573","69.26243","60.07485","69.16988","64.60484","64.52651","68.40731","73.50010","69.22195","57.27584","73.97026","64.87203","66.23617","55.18068","53.85081","64.76786","67.60424","70.01157","70.44578","58.35768","67.96054","77.59848","59.09894","79.91990","76.87562","64.62268","53.21639","87.24696","51.87814","68.46952","65.83810","67.36948","69.42499","74.16058","73.14098","70.76938","73.21450","70.17484","56.66420","62.43383","60.28021","66.61467","73.43057","75.37776","78.06492","65.13883","72.19673","67.03195","90.23500","74.66833","70.30333","67.59610","71.18175","58.43259","69.85156","59.93919","59.84560","67.79562","73.15165","61.48613","71.89202","74.21539","68.50634","66.52108","50.05550","63.73709","68.14993"
"1996","68.22781","58.02132","73.89703","68.84151","74.04292","74.04729","60.51753","61.49845","70.42109","69.66943","70.44528","72.27825","70.56353","72.73435","64.52065","72.26777","62.92101","75.40285","61.87841","66.65502","69.97669","70.51343","67.74485","69.80274","74.29265","82.10718","67.20044","66.24825","54.23960","68.63439","72.97930","83.61974","72.60592","78.69902","65.88093","67.27041","63.83237","66.34448","66.42317","71.45745","58.95300","65.08191","59.41313","59.07444","72.79117","71.24160","70.48150","72.13236","69.72079","56.64018","73.19868","61.03171","59.79549","66.34350","73.80519","66.98679","57.98021","77.32709","63.89504","66.51289","56.63285","57.08779","66.37527","70.05837","73.05053","73.47860","56.22228","70.08494","75.28493","60.25504","81.09427","79.86587","63.58637","48.85297","86.87252","52.63741","67.48695","63.01880","69.58699","69.76491","74.08653","73.28139","70.71433","72.28412","68.40563","57.75839","60.71771","56.02206","65.98692","73.39585","72.37350","78.82984","65.34606","74.88144","63.07811","89.12159","75.99930","70.68603","68.24621","71.09974","58.31367","70.67350","59.12094","59.98984","67.32175","72.18001","61.78844","72.17793","74.50249","69.88800","67.87645","54.18165","65.75204","70.47480"
"1997","66.44489","57.17543","76.43323","71.06032","73.77668","75.27943","63.41279","57.57347","70.40318","67.84593","69.24511","72.52419","69.74366","72.38374","66.80052","69.85657","57.90661","76.84260","63.65249","67.30270","74.48574","71.62535","68.10795","67.56041","74.07630","81.98155","69.35282","67.57183","54.20217","70.70299","75.50028","84.13620","72.40620","79.43446","64.62561","66.00493","65.03541","64.57388","64.96224","73.02892","60.30965","64.16709","58.79663","56.04241","71.86822","69.79873","68.09368","71.29010","69.93501","59.18734","72.79972","63.34717","59.25596","62.58165","74.30778","68.05760","57.75020","75.82857","66.37331","64.84185","58.14911","56.58993","65.02499","69.33899","70.45877","71.48059","56.11306","70.20071","71.55956","58.88284","80.97033","79.41936","63.88840","48.86616","86.46831","53.72050","68.15646","64.41110","71.31215","69.81667","72.13540","71.80233","70.27529","71.89140","69.45586","55.76887","60.72607","56.32804","67.12419","73.45047","70.66515","78.72155","65.62230","73.17303","64.43141","89.24518","76.05263","71.15736","65.40371","70.69676","56.62301","69.47259","61.44027","54.75392","69.19773","70.62140","62.07213","74.94404","73.86731","68.98514","67.62065","57.42603","63.46013","75.73472"
"1998","63.36573","57.33680","80.05666","69.26741","76.45704","77.16870","61.14843","61.86701","71.60982","65.18190","69.35797","72.18389","68.23812","73.06946","68.64648","72.81589","56.35357","76.53527","63.66219","67.75269","72.52798","72.98632","71.43197","69.62204","77.77839","85.31038","69.63343","73.71569","55.50203","71.54369","75.42173","84.60292","74.15221","81.03503","63.54257","65.92499","64.11643","63.92838","67.72264","71.92232","61.57276","67.40313","57.95549","56.40669","71.60448","70.64058","69.52836","72.68282","69.29388","57.71458","73.64667","65.03035","60.18121","67.08651","76.37266","69.37289","55.94796","77.79140","66.29715","66.29215","60.66927","56.13870","66.32419","70.46404","72.69007","71.32675","58.93141","71.23956","73.78764","59.60855","82.22697","79.09387","61.86906","52.57098","85.40313","54.21085","68.62055","66.63765","66.84334","70.36316","75.34185","71.53530","70.40682","73.86108","69.04478","58.42701","61.84073","55.95850","66.11907","72.90676","71.11794","78.72208","66.75285","74.23378","64.57335","90.09296","77.47644","70.04851","66.62416","69.77060","58.26656","70.55976","60.69238","58.20468","64.43579","71.99131","63.27423","75.23700","74.48528","70.77054","68.33181","52.50537","61.07876","73.16966"
"1999","63.03676","59.05633","77.97885","68.68987","76.68530","78.74100","60.03328","60.17981","75.09207","61.66290","67.34425","75.68339","70.88661","72.05336","69.65698","68.02567","62.05747","75.91473","61.83026","68.22631","72.03815","72.95968","70.99177","70.67088","77.71271","86.19873","70.19277","72.00308","57.51601","71.56368","76.33286","85.59519","73.28761","79.65506","66.59903","68.17522","61.64955","65.67495","66.62593","71.53527","59.74948","64.59944","59.61373","57.97446","71.94953","73.66283","69.90914","72.20301","70.01580","57.95427","73.07796","62.15804","61.48556","67.59069","75.91350","72.07685","57.97311","76.38329","65.78143","66.46238","58.94364","57.93207","63.28929","70.23110","73.70267","70.72138","56.40560","72.32050","78.59635","62.48517","82.83651","78.59445","64.75452","53.52633","85.66960","51.97159","68.45196","66.30043","72.48169","71.33214","74.26766","73.31820","71.35819","71.74833","69.50803","58.93025","62.08719","59.72888","65.04519","73.97101","73.27361","79.12898","66.09623","74.72726","65.13538","90.92667","76.44029","70.18330","69.18509","68.36882","61.07936","70.82264","64.91375","60.77536","68.59419","71.72106","64.19135","75.99562","74.97943","69.68352","68.82470","55.77971","63.69313","71.80256"
"2000","65.96570","57.55501","76.70073","70.87064","77.97314","76.67154","62.33653","64.54128","77.15064","63.02411","71.35971","72.65705","69.25881","73.28194","70.43742","70.19067","61.67019","77.32590","64.16601","69.01278","70.64410","72.84904","71.27943","73.85895","74.15114","85.46278","69.72047","72.44896","59.21731","66.67872","77.56230","86.01000","73.63257","80.58768","68.46402","68.35343","64.16489","62.71746","67.39930","71.74000","56.96444","67.06226","59.00616","58.75591","71.66739","73.79046","69.87971","73.50055","70.42461","59.08016","73.95464","64.20127","63.85499","70.48395","76.02624","67.78178","58.44411","74.99428","67.16999","67.84842","58.44652","59.36620","63.24443","69.28069","74.84864","74.23720","58.37523","69.74396","78.49195","63.73587","83.16400","79.20911","62.72371","51.18000","85.27417","53.94067","68.25239","67.22012","70.73889","71.43682","73.96784","76.17662","73.06712","73.16251","77.67402","60.46809","64.89748","59.72102","67.25403","73.64853","72.44248","81.22100","67.90389","78.09762","65.99242","89.57758","73.72081","71.02821","73.10036","70.06313","59.93727","70.53445","64.69986","63.99617","69.70270","73.00742","64.48317","75.64237","75.00538","73.39632","69.74622","53.68692","66.27287","67.85928"
"2001","66.80990","56.74859","79.98992","69.90647","79.19502","82.22110","58.10905","58.33685","78.96806","67.28808","69.54883","73.99640","70.88992","78.36882","72.47797","69.58085","63.57194","76.81443","63.13400","69.26665","69.17085","70.89176","71.97712","75.86209","74.99475","84.53261","69.87048","73.43528","55.72646","70.17892","77.30079","84.92157","72.06630","81.52268","65.34948","68.88957","64.73184","62.02718","64.32044","72.61212","60.61009","65.95965","59.73814","55.62523","72.12662","72.58839","69.23877","75.09793","69.32985","60.86087","73.30084","63.30368","60.42295","71.52435","77.25042","68.14172","60.67078","74.59476","69.65008","68.05868","56.95207","59.20249","63.46448","71.66670","76.33193","74.51255","57.57994","70.91779","77.71985","64.79889","84.36427","81.17920","66.93923","52.40915","84.24796","58.63761","67.65477","64.03884","72.74294","72.23593","77.33859","75.34441","73.45190",NA,"76.18942","58.17194","65.85408","55.63699","72.49295","73.51019","74.65419","79.23903","68.92783","78.39181","65.70290","90.16086","75.05036","69.15746","72.05485","72.90190","58.86840","69.82253","66.18353","59.17289","70.20252","72.78966","62.50011","76.34711","75.96822","73.30890","68.31623","56.13346","62.02205","67.68346"
"2002","67.81942","61.92719","78.60498","70.45399","78.65244","80.94614","60.49052","53.91543","77.89848","64.20215","67.18056","74.45617","71.26836","79.74937","70.63721","72.77365","59.93314","77.77439","61.85182","69.56904","69.36181","73.34750","80.29048","73.43493","76.45194","85.34151","72.09162","72.76330","57.24527","69.26126","76.85449","86.24084","74.51372","81.29623","68.87637","68.51321","60.29775","61.80145","66.98928","72.51462","57.37386","65.79271","61.76393","56.39674","73.15827","72.72780","68.56620","72.69443","68.04153","60.05996","73.79549","68.17135","58.46153","71.37791","77.18345","71.24411","55.41527","75.25427","66.59171","68.11404","57.83839","60.37495","63.22837","69.76220","74.89528","74.97685","62.18784","74.32546","78.97270","59.69592","83.57824","80.80180","68.57489","51.82636","85.58637","60.13338","69.46083","64.75129","71.62176","72.72580","77.11163","77.24658","69.27292",NA,"75.73396","56.46466","67.60387","59.95226","70.93413","75.39597","74.71893","80.94862","66.84379","77.86971","66.22031","92.20303","76.41667","69.51030","70.36561","74.53616","62.85862","73.20814","62.91910","58.66181","69.98986","71.30157","60.27535","74.12067","75.00117","73.02785","67.58059","56.21492","64.68870","67.41531"
"2003","65.30310","61.14203","77.89756","71.09109","78.16832","81.04241","61.01134","54.69856","80.92169","62.85792","72.60588","77.13788","71.22063","79.15587","71.30745","72.21324","64.49582","78.04537","60.38398","69.91455","71.85576","71.55718","79.45829","75.17318","80.97717","85.09374","71.28186","73.43101","57.73213","68.44802","77.68564","86.85161","72.80002","82.05596","68.51231","68.18909","61.00116","61.22540","64.19922","73.72081","60.21336","65.27754","61.23099","55.08718","73.27089","73.74238","69.01646","73.04612","70.21317","61.59014","73.71310","66.42829","57.99940","69.00200","77.33031","70.49843","56.42526","75.96315","67.35904","67.01385","57.16884","60.45485","64.06813","71.28476","75.68928","73.21710","63.14051","73.14222","78.00163","60.53717","84.34095","80.53664","68.03781","52.01567","86.18466","62.66456","68.64155","67.06139","72.67749","72.65345","76.89569","76.12661","69.62835",NA,"90.18131","58.01445","67.08831","64.88712","72.84520","75.89350","73.90817","81.74702","67.95821","77.68134","63.38919","92.61687","77.24516","72.40220","71.75632","72.71809","59.09013","72.15052","62.97236","58.06092","71.34060","72.89816","60.53057","75.85828","74.72871","73.53097","68.01649","57.95786","63.28403","70.73864"
"2004"," 66.44943"," 58.83034"," 74.28085"," 69.38375"," 74.70102"," 76.61363"," 61.01134"," 59.35026"," 73.44116"," 64.25182"," 67.38916"," 74.10802"," 71.60685"," 78.65406"," 71.47999"," 72.20215"," 63.54454"," 76.15428"," 62.12828"," 67.94286"," 69.81685"," 71.42822"," 70.54846"," 72.93329"," 75.59877"," 83.19368"," 68.51927"," 68.91979"," 57.08092"," 69.26487"," 76.11277"," 85.60176"," 72.18297"," 78.53065"," 65.58265"," 66.57708"," 62.63822","  0.00000"," 66.24557"," 72.60857"," 58.45421"," 65.76250"," 58.81638"," 57.84792"," 71.17295"," 71.08798"," 69.20753"," 72.67764"," 69.07255"," 59.53672"," 72.34815"," 64.06365"," 60.84644"," 70.15856"," 76.95939"," 68.69007","100.00000"," 78.38786"," 65.97516"," 65.61757"," 56.23779"," 57.51389"," 64.44977"," 68.49438"," 77.01314"," 71.24418"," 58.12875"," 68.02060"," 70.25142"," 60.45374"," 80.33691"," 80.85290"," 67.42293"," 52.18593"," 85.56313"," 54.24792"," 67.74148"," 65.24907"," 68.66446"," 70.33138"," 76.32197"," 73.22918"," 71.80830"," 71.73214"," 72.32215"," 58.01445"," 67.90329"," 60.88833"," 67.37696"," 73.81010"," 73.52632"," 80.93000"," 66.73616"," 74.16935"," 64.93662"," 88.79218"," 74.85834"," 69.80045"," 67.12220"," 70.39851"," 63.43737"," 71.35189"," 61.22393"," 59.46542"," 67.15682"," 72.16085"," 61.85996"," 73.71503"," 73.90407"," 70.77061"," 67.60393"," 56.28979"," 62.78262"," 68.56065"
"2005","66.50432","58.82504","74.28198","69.21794","74.73863","76.66968","61.01134","59.53969","73.43825","64.25828","70.00515","74.50029","71.69059","78.40632","72.61594","72.19961","61.97104","76.09459","62.15969","69.20067","45.74855","71.44535","70.57789","72.93329","75.54244","83.19368","68.51982","68.91979","56.61381","69.27990","76.11959","85.66713","72.19189","78.51510","65.57966","66.57298","62.63182","61.11253","63.54515","72.59845","58.45904","65.76406","58.86737","57.84792","71.14843","71.11367","69.14091","72.53491","69.09193","59.52729","72.33435","64.06216","63.53352","63.67822","81.63416","68.68101","60.60049","78.20079","65.98015","65.63635","56.24454","57.51532","64.27144","68.54394","77.66698","71.27661","58.15570","68.02838","74.66992","60.44237","80.52062","77.81330","67.65746","52.18656","86.13196","54.28761","67.73181","65.20203","68.66172","70.33197","76.21042","73.40359","71.82536","71.63009","72.32182","58.01445","68.43968","60.88063","67.36314","73.80587","73.52037","82.46702","67.35443","74.15935","64.95359","88.78090","74.84525","69.86996","67.33034","70.54365","63.43742","71.33962","61.22667","59.46788","67.16862","72.19085","61.83490","73.72244","73.91275","70.77349","67.61829","54.68804","62.76052","70.28948"
